ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
510,5,8,2,72.139,0,129637,0,0,0,87.9
511,0,17,0,95.0,0,8980,8,0,0,59.61
512,3,10,0,90.0,1,4667,10,0,0,20.64
513,4,14,2,54.849,0,172457,2,0,0,115.65
514,0,11,2,64.186,0,137717,2,0,0,57.8
515,0,11,1,66.861,0,14214,3,0,0,59.0
516,5,9,0,90.0,0,1729,8,0,0,74.27
517,0,12,1,78.2269999999999,0,44741,4,0,0,99.78
518,1,19,1,71.841,2,35907,5,0,1,60.55
519,5,7,1,80.60568000000009,0,48712,3,0,0,82.33
520,1,18,1,56.0,2,10579,4,0,0,23.44
521,0,17,2,74.362,0,142543,2,0,0,72.44
522,5,9,0,90.0,0,1845,8,0,0,75.26
523,0,12,2,78.227,0,82964,1,0,0,97.9
524,1,19,2,61.018,2,56688,1,0,0,63.52
525,4,14,0,90.0,0,6438,2,0,0,95.73
526,1,19,2,61.018,2,127596,1,0,0,63.55
527,5,9,0,90.0,0,4476,7,0,0,64.46
528,1,19,1,68.967,2,25823,4,0,0,63.84
529,0,17,2,74.362,0,167654,2,0,0,72.43
530,1,20,0,90.0,2,2230,8,0,0,79.76
531,6,1,2,55.547,0,67441,0,0,0,38.58
532,6,1,1,68.125,0,19981,5,0,1,41.46
533,3,13,1,58.982,0,42106,8,0,2,23.62
534,1,19,0,90.0,0,6209,8,0,0,65.3
535,5,9,1,61.153,0,30096,3,0,0,77.16
536,6,1,1,65.4,0,16543,4,0,0,40.32
537,0,12,0,90.0,0,798,7,0,0,100.88
538,0,17,2,68.532,0,55193,0,0,0,69.33
539,6,1,1,65.4,0,41219,4,0,0,40.71
540,4,16,0,90.0,0,8993,2,0,0,160.12
541,0,17,0,91.2,0,2270,7,0,0,65.61
542,4,15,1,76.093,0,34491,2,0,0,131.24
543,3,0,0,90.0,0,5759,9,0,0,39.88
544,2,3,1,71.332,0,34863,8,0,2,37.38
545,1,20,0,90.0,2,5644,7,0,0,78.92
546,5,6,0,90.0,2,5883,8,0,0,54.65
547,5,8,0,96.0,0,8367,7,0,0,77.44
548,6,1,2,57.861,0,61129,1,0,0,40.65
549,3,0,0,90.0,1,7672,10,0,0,47.16
550,3,13,1,56.623,0,31852,7,0,1,23.52
551,2,3,0,90.0,0,8006,9,0,0,38.46
552,0,12,0,90.0,0,2427,8,0,0,100.0
553,2,3,1,65.739,0,41868,6,0,0,37.89
554,2,5,1,68.488,1,17855,6,0,0,28.25
555,1,18,2,46.0,2,151751,0,0,0,22.08
556,2,5,0,90.0,1,1834,9,0,0,25.4
557,3,10,2,46.0,0,161473,1,1,0,28.45
558,5,8,0,99.8,0,3413,8,0,0,71.17
559,3,10,0,90.0,1,9276,10,0,0,20.91
560,4,14,1,64.578,0,19669,2,0,0,120.23
561,2,3,2,55.836,0,199384,2,0,0,36.84
562,2,2,0,90.0,0,2783,9,0,0,35.64
563,3,10,2,46.0,0,146762,1,0,0,26.89
564,5,7,0,99.8,0,767,8,0,0,64.83
565,1,18,2,46.0,2,128844,1,0,0,23.31
566,0,11,2,64.186,0,77207,2,0,0,56.95
567,0,17,1,84.05,0,47254,5,0,1,74.35
568,2,2,0,90.0,0,7128,9,0,0,36.0
569,0,17,1,84.05,0,45970,5,0,1,74.37
570,3,10,2,46.0,0,146883,1,0,0,26.41
571,4,16,2,73.11,0,82067,2,0,0,155.8
572,5,6,1,69.12,2,35993,6,0,2,50.48
573,1,18,1,56.0,0,36775,6,0,2,23.37
574,6,1,0,90.0,0,4375,7,0,0,34.58
575,3,0,0,90.0,1,9818,9,0,0,41.55
576,2,3,0,90.0,0,82,10,1,0,38.7
577,5,9,2,56.359,0,180281,1,1,0,77.29
578,4,14,1,67.268,0,37148,2,0,0,121.11
579,5,9,1,69.12,0,29434,6,0,2,67.66
580,2,4,2,70.10699999999999,1,56809,1,0,1,27.42
581,6,1,0,90.0,0,1704,7,0,0,34.79
582,0,17,2,65.791,0,142376,0,0,0,69.51
583,1,18,1,56.0,0,21888,5,0,1,23.84
584,1,19,2,63.56,2,83332,2,0,0,63.36
585,5,7,0,96.0,0,3702,7,0,0,69.18
586,6,1,0,90.0,0,846,7,0,0,34.92
587,2,5,1,68.488,1,48994,7,0,1,27.12
588,4,14,0,90.0,0,7294,2,0,0,96.14
589,4,16,0,93.39999999999984,0,2846,2,0,0,160.15
590,5,6,0,90.0,2,9227,8,0,0,54.99
591,1,18,2,46.0,2,76196,2,1,0,23.47
592,5,9,2,51.94,0,193523,0,0,0,74.77
593,3,10,2,46.0,1,85715,1,0,0,27.41
594,0,17,2,68.532,0,81710,0,0,0,70.09
595,1,20,0,90.0,2,6017,8,0,0,79.91
596,4,15,2,76.093,0,184186,2,0,0,125.02
597,4,15,1,76.093,0,12574,2,0,0,130.28
598,4,14,0,90.0,0,9453,2,0,0,103.3
599,0,11,1,69.646,0,18464,4,0,0,58.71
600,3,0,0,90.0,1,8128,9,0,0,41.52
601,4,14,0,90.0,0,6,2,0,0,96.06
602,2,5,0,90.0,1,4642,9,0,0,24.35
603,3,13,2,50.096,0,116074,4,0,0,23.63
604,5,8,0,96.0,0,9996,7,0,0,78.03
605,1,18,0,90.0,2,7059,8,0,0,24.34
606,1,18,2,46.0,2,186730,1,0,0,23.41
607,5,8,2,69.253,0,163265,0,0,0,88.99
608,5,8,2,75.145,0,152079,1,0,0,90.15
609,5,9,0,90.0,0,161,8,0,0,75.54
610,1,19,1,71.841,2,15972,5,0,1,61.56
611,4,14,2,54.849,0,157354,2,0,0,113.95
612,0,17,2,68.532,0,139478,0,1,0,70.16
613,6,1,0,90.0,0,6665,7,0,0,34.63
614,6,1,2,60.272,0,137305,2,0,0,40.69
615,4,15,0,90.0,0,4895,2,0,0,120.0
616,5,7,2,78.2759999999999,0,149405,2,0,0,80.87
617,1,19,1,68.967,0,29818,4,0,0,63.73
618,6,1,1,70.963,0,37006,6,0,2,36.82
619,4,14,0,90.0,0,5374,2,0,0,95.99
620,1,19,1,68.967,2,36520,4,0,0,63.82
621,4,16,0,92.58399999999985,0,204,2,0,0,160.22
622,5,6,0,90.0,2,1066,7,0,0,47.0
623,2,5,1,68.488,1,47706,6,0,0,28.62
624,4,16,0,93.4,0,7288,2,0,0,160.56
625,2,5,0,90.0,1,853,9,0,0,23.82
626,1,18,1,56.0,2,26080,5,0,1,23.95
627,1,18,1,56.0,0,31516,5,0,1,23.99
628,2,2,0,90.0,0,348,9,0,0,35.39
629,4,15,0,90.0,0,5400,2,0,0,130.21
630,5,9,2,56.359,0,143638,1,0,0,76.76
631,0,11,2,56.788,0,179261,0,0,0,55.28
632,2,4,1,46.13,1,29087,3,0,0,15.0
633,2,5,0,90.0,1,2674,10,0,0,21.92
634,2,2,0,90.0,0,2996,10,0,0,35.97
635,2,3,1,68.479,0,30412,7,0,1,38.0
636,5,8,0,96.0,0,4594,7,0,0,78.86
637,3,0,0,90.0,1,840,10,0,0,47.14
638,4,14,1,70.071,0,31479,1,0,1,120.42
639,1,18,2,46.0,0,60857,0,0,0,22.4
640,0,17,0,95.0,0,6453,8,0,0,59.98
641,0,12,0,90.0,0,4881,8,0,0,100.47
642,2,5,1,68.488,1,26044,7,0,1,28.11
643,1,18,0,90.0,0,4481,7,0,0,24.62
644,5,9,0,90.0,0,2031,8,0,0,75.71
645,3,10,2,48.093,0,194788,3,0,0,28.75
646,6,1,2,53.325,0,148800,0,0,0,39.7
647,3,0,0,90.0,0,5361,9,0,0,41.59
648,6,1,1,68.125,0,11357,5,0,1,40.54
649,1,19,1,74.834,2,26974,6,1,2,64.13
650,5,9,1,69.12,0,37997,6,0,2,68.23
651,3,10,1,58.982,1,15504,8,0,2,28.1
652,6,1,1,70.963,0,39605,6,0,2,37.1
653,5,8,0,99.8,0,9298,8,0,0,71.73
654,3,13,2,48.093,0,76920,3,0,0,23.42
655,4,15,2,76.093,0,179759,2,0,0,125.15
656,4,16,0,93.09399999999985,0,4410,2,0,0,160.6
657,2,3,0,90.0,0,3944,9,0,0,38.73
658,6,1,0,90.0,0,131,7,0,0,33.88
659,2,2,0,90.0,0,5978,10,0,0,35.58
660,1,18,2,46.0,2,184029,0,0,0,22.66
661,6,1,2,60.272,0,95981,2,1,0,40.32
662,6,1,0,90.0,0,8111,8,0,0,39.55
663,6,1,2,53.325,0,82759,0,0,0,38.8
664,0,12,0,90.0,0,3553,7,0,0,100.19
665,2,2,0,90.0,0,3092,10,0,0,35.85
666,1,19,1,66.208,0,39963,3,0,0,63.01
667,4,14,2,57.134,0,69821,2,0,0,114.73
668,5,9,2,51.94,0,184891,0,0,0,73.71
669,2,3,1,71.332,0,20913,8,0,2,37.96
670,5,6,2,58.707,2,72230,2,0,0,52.4
671,2,2,0,90.0,0,7425,10,0,0,35.02
672,2,5,0,90.0,1,7787,9,0,0,23.7
673,4,14,1,72.991,0,43619,0,0,2,121.46
674,2,3,2,53.602,0,109561,1,1,0,36.5
675,0,12,2,78.2269999999999,0,59328,2,0,0,98.02
676,1,20,0,90.0,2,7209,7,0,0,81.15
677,1,20,0,90.0,2,1528,8,0,0,80.61
678,1,18,2,46.0,2,197966,1,0,0,22.66
679,0,11,1,69.646,0,28815,4,0,0,58.12
680,5,7,0,99.8,0,9300,8,0,0,64.14
681,3,13,2,46.0,0,110214,1,0,0,22.76
682,4,14,1,64.578,0,45683,2,0,0,120.37
683,4,16,1,86.077,0,24800,0,0,2,159.62
684,1,18,0,90.0,2,8895,7,0,0,24.32
685,1,20,0,90.0,0,7056,8,0,0,81.08
686,2,3,0,90.0,0,8337,10,0,0,39.0
687,1,18,2,46.0,2,82644,0,0,0,21.99
688,4,14,2,57.134,0,199827,2,0,0,115.62
689,0,11,0,90.0,0,5807,7,0,0,60.0
690,3,10,2,48.093,1,190207,3,0,0,27.67
691,4,14,0,90.0,0,5580,2,1,0,95.44
692,2,5,0,90.0,1,9165,10,0,0,22.54
693,4,14,0,90.0,0,4588,2,0,0,103.86
694,2,2,1,71.332,0,21009,8,0,2,34.91
695,1,19,2,63.56,2,146762,2,0,0,62.03
696,4,16,1,86.04257000000013,0,35104,0,0,2,159.6
697,0,17,0,95.0,0,4208,8,0,0,60.75
698,6,1,0,90.0,0,9468,8,0,0,40.06
699,5,9,1,69.12,0,19034,6,0,2,67.58
700,1,20,0,90.0,2,6927,7,0,0,80.74
701,1,19,2,61.018,0,56333,1,0,0,62.71
702,5,9,1,66.355,0,42023,5,0,1,74.64
703,6,1,0,90.0,0,5981,8,0,0,39.88
704,6,1,2,53.325,0,55210,0,0,0,39.02
705,3,0,0,90.0,1,4868,9,0,0,39.75
706,5,8,2,75.145,0,107096,1,0,0,91.9
707,3,13,0,90.0,1,482,9,0,0,20.36
708,2,2,0,90.0,0,4130,9,0,0,36.0
709,1,20,0,90.0,0,2360,8,0,0,80.09
710,2,4,2,52.3,1,44383,1,0,2,14.34
711,2,5,1,68.488,1,35168,6,0,0,27.63
712,4,16,0,93.4,0,7592,2,0,0,160.61
713,0,17,2,71.388,0,70451,1,0,0,72.16
714,0,17,2,68.532,0,153649,0,0,0,70.18
715,1,19,0,90.0,2,7579,7,0,0,64.55
716,3,10,0,90.0,0,7155,9,0,0,24.96
717,4,15,2,76.093,0,146874,2,1,0,128.29
718,3,0,0,90.0,1,2782,10,0,0,48.24
719,5,7,0,96.0,0,9635,7,0,0,69.21
720,1,18,0,90.0,2,3012,7,0,0,24.93
721,4,14,0,90.0,0,4959,2,0,0,95.03
722,2,3,0,90.0,0,1962,9,0,0,38.92
723,6,1,0,90.0,0,4752,8,0,0,40.08
724,5,6,2,56.359,2,57256,1,0,0,52.9
725,5,9,0,90.0,0,9589,7,0,0,62.88
726,3,10,1,58.982,0,32124,8,0,2,27.87
727,3,10,0,90.0,1,5543,10,0,0,21.25
728,4,14,0,90.0,0,5264,2,0,0,95.13
729,6,1,2,60.272,0,159512,2,0,0,39.82
730,1,18,0,90.0,0,3261,7,0,0,25.0
731,5,9,1,63.701,0,12460,4,0,0,78.45
732,0,12,0,90.0,0,9325,7,0,0,100.0
733,0,12,1,78.227,0,46131,5,0,1,99.07
734,6,1,1,65.4,0,24712,4,0,0,41.9
735,4,15,2,76.093,0,101417,2,0,0,124.26
736,3,13,1,56.0,1,33319,5,0,0,22.32
737,1,18,2,46.0,0,148063,2,0,0,23.5
738,5,7,2,69.253,0,132849,0,0,0,79.43
739,1,18,0,90.0,2,388,8,0,0,25.0
740,5,7,1,84.55276000000015,0,27147,4,0,0,82.65
741,3,10,2,46.0,1,74134,1,0,0,27.82
742,4,16,1,76.156,0,21554,2,0,0,159.0
743,5,7,0,99.8,0,3559,8,0,0,63.31
744,1,20,0,90.0,2,5249,7,0,0,79.52
745,5,7,1,84.23002000000014,0,14355,4,0,0,83.29
746,5,8,2,72.139,0,114786,0,0,0,88.05
747,2,5,0,90.0,1,5134,10,0,0,22.33
748,3,0,0,90.0,1,8010,9,0,0,39.91
749,5,9,0,90.0,0,1728,7,0,0,64.04
750,1,19,2,58.577,2,178797,0,0,0,60.92
751,3,10,2,46.169,0,58518,2,0,0,28.17
752,3,10,0,90.0,0,1083,10,0,0,20.75
753,5,9,1,69.12,0,20981,6,0,2,68.1
754,6,1,0,90.0,0,7951,8,0,0,39.27
755,5,6,0,90.0,2,9262,7,0,0,46.73
756,3,13,2,48.093,1,128877,3,0,0,23.64
757,1,19,2,58.577,2,90301,0,0,0,59.88
758,3,13,0,90.0,0,6304,9,0,0,20.34
759,6,1,0,90.0,0,9053,8,0,0,39.41
760,1,19,1,68.967,2,21241,4,0,0,63.18
761,4,14,0,90.0,0,1627,2,1,0,102.93
762,3,13,2,50.096,1,65895,4,0,0,22.29
763,2,2,2,60.585,0,149195,4,0,0,34.92
764,0,11,1,75.571,0,27248,6,0,2,52.47
765,4,14,2,57.134,0,185943,2,0,0,115.66
766,5,9,2,51.94,0,189159,0,0,0,73.22
767,2,2,2,55.836,0,71888,2,0,0,33.33
768,0,12,0,90.0,0,2372,7,0,0,100.5
769,0,11,1,72.548,0,22099,5,0,1,58.13
770,0,11,0,90.0,0,8183,7,0,0,60.0
771,3,13,1,56.0,1,44538,6,0,0,22.57
772,2,5,0,90.0,1,3428,9,0,0,24.48
773,3,0,0,90.0,1,9232,9,0,0,41.81
774,1,20,0,90.0,0,9362,7,0,0,79.28
775,0,17,0,95.0,0,1589,8,0,0,59.93
776,4,14,0,90.0,0,7108,2,0,0,103.67
777,2,3,1,71.332,0,43127,8,0,2,37.8
778,6,1,0,90.0,0,5031,8,0,0,40.03
779,2,5,1,68.488,1,18103,8,1,2,27.06
780,5,6,0,90.0,2,2906,8,0,0,54.83
781,5,7,2,78.276,0,63501,2,0,0,82.26
782,1,20,0,90.0,0,2731,8,0,0,79.64
783,4,14,1,67.268,0,25208,2,0,0,121.52
784,3,0,0,90.0,1,2472,10,0,0,47.17
785,0,11,2,59.154,0,115442,0,0,0,55.93
786,2,2,2,58.162,0,82204,3,0,0,35.0
787,1,18,1,56.0,2,47958,3,0,0,23.15
788,3,0,0,90.0,1,4029,9,0,0,41.25
789,4,15,1,76.093,0,31055,0,0,2,119.7
790,1,20,0,90.0,2,1328,7,0,0,79.85
791,0,17,1,80.72162000000009,0,41446,4,1,0,73.97
792,6,1,0,90.0,0,9077,7,0,0,34.22
793,2,5,0,90.0,1,1719,9,0,0,25.11
794,2,2,2,58.162,0,182171,3,0,0,34.53
795,3,0,0,90.0,1,8398,9,0,0,39.91
796,4,14,0,90.0,0,3832,2,0,0,103.39
797,3,13,2,50.096,1,53103,4,0,0,23.26
798,3,13,1,56.0,0,20502,5,0,0,22.19
799,3,10,0,90.0,1,8788,10,0,0,21.62
800,3,13,1,58.982,1,30174,8,0,2,23.61
801,0,17,2,68.532,0,197074,0,0,0,70.23
802,5,9,0,90.0,0,4391,7,0,0,64.01
803,1,19,0,90.0,2,9592,8,0,0,64.29
804,5,6,1,61.153,2,47085,3,0,0,54.0
805,0,11,1,75.571,0,38290,6,0,2,52.18
806,0,17,1,87.55199999999986,0,16616,6,1,2,74.75
807,4,16,0,90.0,0,1764,2,0,0,160.05
808,1,18,2,46.0,2,65848,2,0,0,23.46
809,6,1,1,65.4,0,27864,4,0,0,41.64
810,2,2,1,63.11,0,27095,5,0,0,34.97
811,4,16,0,93.4,0,1597,2,0,0,160.24
812,2,2,2,55.836,0,136311,2,0,0,33.61
813,5,8,1,80.3479400000001,0,25079,3,0,0,92.7
814,0,12,0,90.0,0,9284,8,0,0,100.4
815,4,15,2,76.093,0,138882,2,0,0,127.67
816,1,20,0,90.0,2,584,7,0,0,80.47
817,4,14,1,72.991,0,46838,0,0,2,120.03
818,1,18,1,56.0,2,35918,5,0,1,24.0
819,5,6,2,54.104,2,140022,0,1,0,50.57
820,1,20,0,90.0,2,2701,8,0,0,80.89
821,2,3,2,55.836,0,101066,2,0,0,36.67
822,2,5,1,68.488,1,28896,7,0,1,28.1
823,4,14,0,90.0,0,5174,2,0,0,95.84
824,4,16,1,76.156,0,43831,2,0,0,159.53
825,1,19,2,56.234,2,151634,0,1,0,60.91
826,5,8,0,99.8,0,9182,8,0,0,72.11
827,5,7,2,72.139,0,147774,0,0,0,78.75
828,3,13,2,48.093,0,183728,3,0,0,22.95
829,0,11,0,90.0,0,8069,8,0,0,59.94
830,5,9,1,63.701,0,40985,4,0,0,78.34
831,3,10,2,50.096,1,169897,4,0,0,27.56
832,0,17,2,65.791,0,176778,0,0,0,70.19
833,1,18,1,56.0,2,46347,3,0,0,23.65
834,0,17,2,68.532,0,186580,0,0,0,70.25
835,3,0,0,90.0,0,2627,9,0,0,40.42
836,1,19,0,90.0,0,3268,7,0,0,65.74
837,2,5,0,90.0,1,8076,9,0,0,24.71
838,2,5,2,68.488,1,144356,2,0,0,27.24
839,0,12,0,90.0,0,5146,7,0,0,100.0
840,5,6,1,66.355,2,13535,5,0,1,53.93
841,2,3,0,90.0,0,6600,9,0,0,38.98
842,4,15,2,76.093,0,170383,2,0,0,124.06
843,4,15,2,76.093,0,89654,2,0,0,124.24
844,4,15,2,76.093,0,59209,2,0,0,124.24
845,5,9,1,61.153,0,28099,3,0,0,78.94
846,5,8,1,80.3479400000001,0,28230,3,0,0,92.34
847,1,20,0,90.0,0,6857,8,0,0,79.03
848,5,9,0,90.0,0,1892,8,0,0,74.01
849,4,14,2,59.515,0,114444,2,0,0,118.6
850,1,18,0,90.0,2,73,8,0,0,24.62
851,0,17,0,95.0,0,5200,8,0,0,60.02
852,3,10,2,48.093,0,109947,3,0,0,28.42
853,1,18,1,56.0,0,18890,3,0,0,24.0
854,5,8,2,69.253,0,197171,0,0,0,88.83
855,1,18,1,56.0,2,27828,4,1,0,23.45
856,3,10,1,58.982,1,15084,8,0,2,27.47
857,2,3,0,90.0,0,272,9,0,0,39.0
858,4,15,0,90.0,0,7533,2,0,0,120.4
859,0,12,1,78.227,0,11389,3,0,0,99.31
860,2,5,2,68.488,1,64796,2,0,0,27.94
861,3,13,1,58.982,0,26239,8,0,2,23.31
862,1,18,2,46.0,2,118911,2,0,0,23.45
863,5,6,2,56.359,2,51625,1,0,0,52.84
864,5,8,0,96.0,0,9647,7,0,0,77.4
865,1,18,2,46.0,0,148704,0,0,0,21.76
866,2,2,1,68.479,0,28027,7,0,1,34.93
867,2,5,2,68.488,1,179127,3,0,0,27.32
868,4,14,0,90.0,0,9067,2,0,0,103.58
869,1,18,2,46.0,2,114912,0,0,0,21.99
870,0,11,0,90.0,0,1240,7,0,0,59.68
871,5,7,1,84.23002000000014,0,13989,4,0,0,83.57
872,1,20,0,90.0,0,7022,7,1,0,80.86
873,2,5,0,90.0,1,7679,10,0,0,22.19
874,1,20,0,90.0,0,2033,8,0,0,80.35
875,5,7,1,87.14686000000009,0,30181,5,0,1,83.68
876,5,7,1,84.55276000000015,0,27553,4,0,0,83.44
877,4,16,0,93.4,0,3490,2,0,0,160.05
878,2,3,0,90.0,0,7233,9,0,0,38.94
879,5,7,0,96.0,0,4720,7,0,0,68.95
880,5,7,0,99.8,0,6692,8,0,0,65.08
881,4,16,1,82.43903,0,33673,1,0,1,159.26
882,2,4,1,58.36,1,10065,3,0,2,21.62
883,2,5,0,90.0,1,7422,9,0,0,24.52
884,0,11,0,90.0,0,7460,8,0,0,59.16
885,1,20,0,90.0,0,7523,7,0,0,79.26
886,3,10,2,48.093,0,97318,3,0,0,27.46
887,1,20,0,90.0,0,3216,7,0,0,80.04
888,6,1,2,57.861,0,70136,1,0,0,40.9
889,0,17,0,95.0,0,4104,8,0,0,59.49
890,6,1,0,90.0,0,2090,8,0,0,40.25
891,4,16,1,86.07700000000014,0,12907,0,0,2,159.6
892,0,12,1,78.2269999999999,0,25643,6,0,2,99.54
893,2,3,2,55.836,0,56149,2,0,0,37.22
894,0,12,1,78.2269999999999,0,43151,6,0,2,99.94
895,1,20,0,90.0,2,2045,7,0,0,80.14
896,2,2,0,90.0,0,5841,9,0,0,35.27
897,2,3,0,90.0,0,6904,10,1,0,38.58
898,1,18,2,46.0,0,140684,2,0,0,23.23
899,2,5,2,68.488,1,94526,1,0,0,28.25
900,3,13,2,46.169,1,176604,2,0,0,23.21
901,0,12,0,90.0,0,2953,7,0,0,100.03
902,1,19,2,58.577,2,107617,0,0,0,61.13
903,2,2,1,63.11,0,32169,5,0,0,35.0
904,3,13,1,56.0,1,16440,5,0,0,23.01
905,4,15,1,76.093,0,35887,0,1,2,119.51
906,2,3,2,60.585,0,122405,4,0,0,37.95
907,3,0,0,90.0,0,5660,9,0,0,40.72
908,0,11,1,69.646,0,29271,4,0,0,58.93
909,5,6,1,61.153,2,27079,3,0,0,53.94
910,1,18,0,90.0,0,3715,7,0,0,25.0
911,3,0,0,90.0,1,7257,10,0,0,48.34
912,5,6,2,58.707,2,131498,2,0,0,52.47
913,4,16,0,93.4,0,4396,2,0,0,160.0
914,0,17,0,95.0,0,8379,8,0,0,59.23
915,5,7,0,96.0,0,7440,7,0,0,70.15
916,2,5,1,68.488,1,28865,6,0,0,27.91
917,3,13,1,56.623,0,26879,7,0,1,22.42
918,1,19,0,90.0,2,3130,7,0,0,64.6
919,0,12,1,78.227,0,48379,4,1,0,99.54
920,1,19,2,63.56,2,75887,2,0,0,62.81
921,1,19,2,56.234,0,83392,0,0,0,61.0
922,6,1,2,57.861,0,102660,1,0,0,41.13
923,5,7,2,72.139,0,195463,0,0,0,77.99
924,0,17,1,80.688,0,22874,4,0,0,72.89
925,3,0,0,90.0,1,5467,10,0,0,48.11
926,5,8,0,99.8,0,5662,8,0,0,71.33
927,2,2,0,90.0,0,3166,9,0,0,36.0
928,5,8,0,99.8,0,3152,8,0,0,71.05
929,1,18,2,46.0,0,189380,0,0,0,21.87
930,5,6,1,69.12,2,34270,6,0,2,49.88
931,2,2,0,90.0,0,6663,9,0,0,35.27
932,3,10,2,48.093,1,128147,3,0,0,27.34
933,5,8,0,96.0,0,8469,7,0,0,78.55
934,3,13,1,58.982,0,15839,8,0,2,23.04
935,4,15,0,90.0,0,1640,2,0,0,129.12
936,1,18,1,56.0,0,30949,3,0,0,23.98
937,5,6,1,63.701,2,19172,4,0,0,53.82
938,0,17,2,74.362,0,73876,2,0,0,72.4
939,3,0,0,90.0,0,6516,10,0,0,48.38
940,4,15,0,90.0,0,1951,2,0,0,130.1
941,2,3,1,63.11,0,42630,5,0,0,38.0
942,5,8,1,80.6996600000001,0,46717,3,0,0,92.29
943,3,13,2,50.096,1,131429,4,0,0,23.87
944,1,20,0,90.0,2,1054,7,0,0,80.3
945,4,16,0,93.4,0,6047,2,0,0,160.79
946,6,1,1,65.4,0,17319,4,0,0,41.69
947,4,14,0,90.0,0,1153,2,0,0,103.73
948,0,12,1,78.2269999999999,0,13103,4,0,0,99.0
949,5,7,2,75.145,0,63446,1,0,0,81.34
950,2,3,0,90.0,0,682,9,0,0,38.36
951,4,15,1,76.093,0,46189,1,0,1,130.91
952,6,1,0,90.0,0,3455,7,0,0,33.69
953,2,3,0,90.0,0,3992,9,0,0,38.66
954,6,1,0,90.0,0,8767,8,0,0,40.82
955,5,6,0,90.0,2,9719,8,0,0,54.77
956,6,1,0,90.0,0,9903,7,0,0,33.27
957,0,17,1,80.68800000000009,0,17483,4,0,0,74.0
958,6,1,1,65.4,0,36486,4,0,0,40.49
959,1,19,2,56.234,2,66417,0,0,0,60.11
960,4,15,1,76.093,0,41806,2,0,0,130.73
961,3,10,0,90.0,1,7789,9,0,0,25.44
962,2,2,0,90.0,0,2824,9,0,0,36.0
963,0,12,0,90.0,0,3599,7,0,0,100.0
964,0,12,1,78.227,0,15533,3,1,0,99.04
965,3,0,0,90.0,1,4157,10,0,0,47.45
966,5,6,0,90.0,2,2069,8,0,0,54.5
967,1,19,2,56.234,2,106938,0,0,0,60.08
968,0,12,2,78.2269999999999,0,171887,0,0,0,94.78
969,1,18,1,56.0,2,32028,6,0,2,24.0
970,4,15,1,76.093,0,49900,0,0,2,119.02
971,3,0,0,90.0,0,6821,10,0,0,47.07
972,4,14,0,90.0,0,2329,2,1,0,95.56
973,5,8,2,75.145,0,114928,1,0,0,91.12
974,5,8,1,84.37440000000015,0,17277,4,0,0,93.82
975,2,2,0,90.0,0,978,9,0,0,35.82
976,4,15,2,76.093,0,186493,2,0,0,129.16
977,6,1,1,68.125,0,29470,5,0,1,41.05
978,5,6,0,90.0,2,4796,7,0,0,46.43
979,2,2,0,90.0,0,1733,10,0,0,36.0
980,1,19,2,58.577,2,180908,0,0,0,60.77
981,0,12,0,90.0,0,7630,8,0,0,100.36
982,4,14,1,64.578,0,38626,2,0,0,120.19
983,4,14,2,57.134,0,180613,2,0,0,115.19
984,5,7,1,84.935,0,15187,4,0,0,82.82
985,1,19,2,56.234,2,117129,0,0,0,60.02
986,4,15,0,90.0,0,1911,2,0,0,120.01
987,3,13,2,50.096,0,192183,4,0,0,23.85
988,6,1,2,57.861,0,134391,1,0,0,40.07
989,5,9,0,90.0,0,7651,8,0,0,74.61
990,4,15,2,76.093,0,139108,2,0,0,129.02
991,5,7,0,99.8,0,1792,8,0,0,64.56
992,5,7,0,99.8,0,5159,8,0,0,64.45
993,4,14,0,90.0,0,864,2,0,0,103.22
994,5,7,1,92.16,0,25370,6,0,2,74.99
995,3,13,2,46.169,1,182638,2,0,0,21.7
996,3,0,0,90.0,1,6890,10,0,0,48.56
997,5,9,2,51.94,0,114403,0,0,0,74.92
998,4,16,0,93.4,0,3508,2,0,0,160.82
999,2,5,0,90.0,1,5364,9,0,0,24.51
1000,3,0,0,90.0,1,5557,10,0,0,46.93
1001,4,15,1,76.093,0,35801,0,0,2,119.17
1002,3,10,1,56.0,0,41201,6,0,0,27.84
1003,2,2,2,53.602,0,126161,1,1,0,33.64
1004,0,12,1,78.28522999999991,0,14384,5,0,1,99.09
1005,2,5,1,68.488,1,36145,7,1,1,28.34
1006,2,4,1,47.84,1,38799,3,0,2,12.44
1007,0,17,0,95.0,0,4208,8,0,0,60.2
1008,4,16,2,67.378,0,61481,2,0,0,151.21
1009,3,10,2,50.096,1,183052,4,0,0,27.56
1010,5,6,2,58.707,2,119940,2,0,0,52.79
1011,2,2,2,60.585,0,65763,4,0,0,34.25
1012,4,16,2,70.185,0,81642,2,0,0,155.97
1013,1,19,1,71.841,2,48104,5,0,1,59.79
1014,5,9,1,63.701,0,45931,4,0,0,78.95
1015,4,16,0,93.39999999999984,0,5126,2,0,0,160.42
1016,4,14,0,90.0,0,9314,2,0,0,103.15
1017,3,13,2,48.093,0,69139,3,0,0,22.88
1018,6,1,0,90.0,0,6419,8,0,0,40.08
1019,0,17,0,95.0,0,5489,8,0,0,60.58
1020,5,7,2,72.139,0,86009,0,0,0,78.01
1021,3,10,2,46.0,1,75593,1,0,0,27.3
